City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Ukholovo,RU,2021-05-25 05:15:26,53.7929,40.4892,63.25,71,60,7.2
281,Yulara,AU,2021-05-25 05:15:26,-25.2406,130.9889,67.84,26,0,6.91
282,Lavrentiya,RU,2021-05-25 05:15:26,65.5833,-171.0,35.76,80,26,12.59
283,Kamakwie,SL,2021-05-25 05:15:26,9.5,-12.2333,75.27,90,100,3.85
284,Brownsville,US,2021-05-25 05:15:27,25.9018,-97.4975,80.55,86,75,5.99
285,Waipawa,NZ,2021-05-25 05:15:27,-41.4122,175.5153,49.03,76,64,7.54
286,Hervey Bay,AU,2021-05-25 05:15:27,-25.2986,152.8535,75.31,65,26,4.0
287,Port Hardy,CA,2021-05-25 05:15:27,50.6996,-127.4199,48.38,87,75,5.75
288,Toropets,RU,2021-05-25 05:15:28,56.4978,31.6353,51.37,77,47,3.02
289,Ippy,CF,2021-05-25 05:15:28,6.2679,21.2247,70.97,84,10,3.53
290,Laguna,US,2021-05-25 05:15:28,38.421,-121.4238,73.45,57,1,7.0
291,Banyumas,ID,2021-05-25 05:15:29,-7.5142,109.2942,86.09,65,98,1.9
292,Itupiranga,BR,2021-05-25 05:15:29,-5.1347,-49.3267,77.63,82,99,2.33
293,Noshiro,JP,2021-05-25 05:15:29,40.2039,140.0242,65.23,64,24,9.98
294,Kamina,CD,2021-05-25 05:15:29,-8.7386,24.9906,54.46,72,70,4.36
295,Byron Bay,AU,2021-05-25 05:15:30,-28.65,153.6167,71.06,66,55,5.97
296,Kurchatov,RU,2021-05-25 05:15:30,51.6601,35.6521,63.01,76,17,6.85
297,Lazarev,RU,2021-05-25 05:15:30,52.225,141.5131,36.01,88,100,8.1
298,Lasa,IT,2021-05-25 05:15:31,46.6166,10.7002,49.08,99,100,1.95
299,Saskylakh,RU,2021-05-25 05:15:31,71.9167,114.0833,53.71,59,50,11.12
300,Camacha,PT,2021-05-25 05:15:31,33.0833,-16.3333,63.36,63,75,11.5
301,Tecoanapa,MX,2021-05-25 05:15:31,16.5167,-98.75,84.47,67,63,7.2
302,Sulangan,PH,2021-05-25 05:15:32,11.1373,123.7228,84.47,72,100,6.8
303,Northam,GB,2021-05-25 05:15:32,51.0333,-4.2167,51.66,91,23,18.95
304,Novikovo,RU,2021-05-25 05:15:32,51.1537,37.8879,62.26,68,67,9.55
305,Zhigalovo,RU,2021-05-25 05:15:32,54.8097,105.1578,44.35,94,100,8.75
306,Kosamba,IN,2021-05-25 05:15:33,21.4833,72.95,89.31,45,55,7.27
307,Mega,ET,2021-05-25 05:15:33,4.05,38.3,58.12,82,70,13.33
308,Athens,GR,2021-05-25 05:11:57,37.9795,23.7162,81.28,48,0,1.01
309,Lydenburg,ZA,2021-05-25 05:15:33,-25.0978,30.4597,47.39,72,0,1.79
310,Sola,VU,2021-05-25 05:15:34,-13.8833,167.55,78.24,74,99,20.49
311,Mandalgovi,MN,2021-05-25 05:15:34,45.7625,106.2708,56.61,42,100,15.3
312,Salalah,OM,2021-05-25 05:15:34,17.0151,54.0924,87.89,58,75,12.66
313,Amahai,ID,2021-05-25 05:15:34,-3.3333,128.9167,82.92,79,72,6.78
314,Moron,AR,2021-05-25 05:12:07,-34.6534,-58.6198,57.9,74,0,5.01
315,Majene,ID,2021-05-25 05:15:35,-3.5403,118.9707,86.86,64,12,5.91
316,Jiazi,CN,2021-05-25 05:15:35,22.8779,116.067,84.15,73,61,11.14
317,Muzambinho,BR,2021-05-25 05:15:35,-21.3758,-46.5256,50.09,41,100,1.25
318,Anicuns,BR,2021-05-25 05:15:36,-16.4611,-49.9617,60.6,62,54,3.91
319,Aklavik,CA,2021-05-25 05:15:36,68.2191,-135.0107,41.83,66,28,14.12
320,Fairbanks,US,2021-05-25 05:13:45,64.8378,-147.7164,71.56,30,1,4.61
321,Adrar,MR,2021-05-25 05:15:36,20.5022,-10.0711,82.11,20,50,9.64
322,Mao,ES,2021-05-25 05:15:37,39.8885,4.2658,59.56,82,20,9.22
323,Dallas,US,2021-05-25 05:15:37,32.7668,-96.7836,72.55,92,90,5.01
324,Golden,US,2021-05-25 05:15:37,39.7555,-105.2211,61.14,51,12,1.99
325,Jaciara,BR,2021-05-25 05:15:37,-15.9653,-54.9683,66.87,87,68,1.57
326,Paraguacu Paulista,BR,2021-05-25 05:15:38,-22.4128,-50.5758,52.34,60,100,4.16
327,Sorland,NO,2021-05-25 05:15:38,67.667,12.6934,46.47,74,2,17.34
328,Assiniboia,CA,2021-05-25 05:15:38,49.6334,-105.9845,49.91,84,100,26.89
329,Fare,PF,2021-05-25 05:15:38,-16.7,-151.0167,81.19,73,69,7.18
330,Ostrovnoy,RU,2021-05-25 05:15:39,68.0531,39.5131,35.02,69,63,13.02
331,Port Augusta,AU,2021-05-25 05:15:39,-32.5,137.7667,62.74,30,8,22.82
332,Garowe,SO,2021-05-25 05:15:39,8.4054,48.4845,78.89,61,4,21.85
333,Kieta,PG,2021-05-25 05:15:40,-6.2167,155.6333,82.04,84,90,7.14
334,Conceicao Do Coite,BR,2021-05-25 05:15:40,-11.5639,-39.2828,64.6,97,81,6.33
335,Longyearbyen,SJ,2021-05-25 05:15:40,78.2186,15.6401,26.44,68,75,12.66
336,Creston,US,2021-05-25 05:15:41,41.0586,-94.3614,71.04,100,90,12.66
337,Pietarsaari,FI,2021-05-25 05:15:41,63.65,22.6833,43.9,81,46,5.01
338,Bourail,NC,2021-05-25 05:15:41,-21.5667,165.4833,70.99,60,74,11.77
339,Kamenka,RU,2021-05-25 05:15:41,51.3223,42.7678,62.38,68,100,11.05
340,Phan Thiet,VN,2021-05-25 05:15:42,10.9333,108.1,80.26,83,100,3.15
341,Billings,US,2021-05-25 05:12:44,45.7833,-108.5007,59.16,42,75,16.11
342,La Malbaie,CA,2021-05-25 05:15:42,47.6575,-70.1559,54.86,72,47,8.86
343,Presidencia Roque Saenz Pena,AR,2021-05-25 05:15:42,-26.7852,-60.4388,48.9,72,4,6.31
344,Valdivia,CL,2021-05-25 05:11:39,-39.8142,-73.2459,48.29,97,100,0.58
345,Shimoda,JP,2021-05-25 05:15:43,34.6667,138.95,79.16,69,84,12.93
346,Kulhudhuffushi,MV,2021-05-25 05:15:43,6.6221,73.07,81.52,82,100,28.61
347,Tagusao,PH,2021-05-25 05:15:43,9.1924,117.8141,86.99,65,91,2.53
348,Hingoli,IN,2021-05-25 05:15:43,19.7167,77.15,95.76,19,92,18.84
349,Hermiston,US,2021-05-25 05:12:13,45.8404,-119.2895,64.22,56,1,13.8
350,Charlestown,AU,2021-05-25 05:15:44,-32.95,151.6667,71.73,59,18,1.01
351,Kiruna,SE,2021-05-25 05:15:44,67.8557,20.2251,36.52,87,40,2.3
352,Narsaq,GL,2021-05-25 05:15:44,60.9167,-46.05,41.22,99,100,5.46
353,Inhambane,MZ,2021-05-25 05:15:45,-23.865,35.3833,68.14,64,78,6.11
354,Bani,DO,2021-05-25 05:15:45,18.2833,-70.3333,77.76,79,23,10.85
355,Odda,NO,2021-05-25 05:15:45,60.0691,6.5457,50.77,99,100,8.95
356,Abu Samrah,SY,2021-05-25 05:15:45,35.3029,37.1841,73.11,39,0,7.43
357,Hofn,IS,2021-05-25 05:15:46,64.2539,-15.2082,41.58,65,34,12.48
358,Kanigiri,IN,2021-05-25 05:15:46,15.4,79.5167,90.91,48,100,19.08
359,Labuan,MY,2021-05-25 05:15:46,5.2767,115.2417,91.56,70,20,5.75
360,Kelamangalam,IN,2021-05-25 05:15:46,12.6,77.85,85.01,66,100,14.88
361,Fram,PY,2021-05-25 05:15:47,-26.9833,-55.8833,48.79,82,50,4.23
362,Wamba,NG,2021-05-25 05:15:47,8.9333,8.6,75.25,84,86,1.25
363,Scarborough,GB,2021-05-25 05:15:47,54.2797,-0.4044,48.52,88,79,7.43
364,Boende,CD,2021-05-25 05:15:47,-0.2167,20.8667,71.22,90,25,2.82
365,Severo-Kurilsk,RU,2021-05-25 05:15:48,50.6789,156.125,41.97,73,100,14.0
366,Robertsport,LR,2021-05-25 05:15:48,6.7533,-11.3686,76.03,90,100,3.71
367,Mar Del Plata,AR,2021-05-25 05:15:48,-38.0023,-57.5575,55.99,55,0,8.01
368,La Ronge,CA,2021-05-25 05:15:48,55.1001,-105.2842,44.85,87,90,24.16
369,Honolulu,US,2021-05-25 05:13:49,21.3069,-157.8583,80.42,66,75,9.22
370,Maketu,NZ,2021-05-25 05:15:49,-37.7667,176.45,59.47,62,50,17.38
371,Svetlogorsk,BY,2021-05-25 05:15:49,52.6333,29.7333,56.14,76,63,6.89
372,Tashigang,BT,2021-05-25 05:15:49,27.3331,91.5542,71.51,90,100,1.86
373,Kipushi,CD,2021-05-25 05:15:50,-11.7667,27.2333,48.04,91,0,3.67
374,College,US,2021-05-25 05:11:35,64.8569,-147.8028,71.55,23,20,0.0
375,Vicuna,CL,2021-05-25 05:15:50,-30.0319,-70.7081,42.53,15,22,2.62
376,Stephenville,US,2021-05-25 05:15:50,32.2207,-98.2023,71.94,90,90,8.05
377,Vanimo,PG,2021-05-25 05:15:50,-2.6741,141.3028,85.24,71,94,8.41
378,Atasu,KZ,2021-05-25 05:15:51,48.6814,71.6433,86.72,26,31,14.63
379,Siguiri,GN,2021-05-25 05:15:24,11.6667,-9.5,80.01,67,99,6.22
380,Baykit,RU,2021-05-25 05:15:51,61.67,96.37,41.95,52,50,14.09
381,Manicore,BR,2021-05-25 05:15:52,-5.8092,-61.3003,78.75,94,20,5.75
382,Clyde River,CA,2021-05-25 05:15:52,70.4692,-68.5914,23.23,100,90,36.82
383,Ancud,CL,2021-05-25 05:15:52,-41.8697,-73.8203,46.22,74,87,4.59
384,Dali,CN,2021-05-25 05:15:52,25.7,100.1833,76.91,53,95,4.61
385,Jalu,LY,2021-05-25 05:15:53,29.0331,21.5482,76.32,14,0,8.21
386,Copiapo,CL,2021-05-25 05:15:53,-27.3667,-70.3333,44.29,40,94,0.72
387,Rafai,CF,2021-05-25 05:15:53,4.95,23.9167,69.44,95,54,2.13
388,Wainwright,CA,2021-05-25 05:15:30,52.839,-110.8572,49.28,91,100,23.69
389,Mama,RU,2021-05-25 05:15:53,58.3106,112.8986,57.34,34,98,1.25
390,Mahebourg,MU,2021-05-25 05:15:54,-20.4081,57.7,78.26,78,40,9.22
391,Galveston,US,2021-05-25 05:12:20,29.3669,-94.9669,77.05,89,90,1.01
392,Namie,JP,2021-05-25 05:15:54,37.4833,141.0,79.77,65,75,1.01
393,Ishinomaki,JP,2021-05-25 05:15:54,38.4167,141.3,80.6,45,94,14.79
394,Guadalupe Victoria,MX,2021-05-25 05:12:24,32.2869,-115.105,81.95,9,37,7.31
395,Aquin,HT,2021-05-25 05:15:55,18.2833,-73.4,77.79,84,30,4.52
396,Chapais,CA,2021-05-25 05:15:55,49.7834,-74.8492,46.18,60,86,8.46
397,Karratha,AU,2021-05-25 05:15:55,-20.7377,116.8463,77.99,31,54,21.25
398,Pilar,BR,2021-05-25 05:15:55,-9.5972,-35.9567,67.93,90,53,3.13
399,Bonfim,BR,2021-05-25 05:15:56,3.0833,-59.95,76.06,89,100,6.35
400,Rio Gallegos,AR,2021-05-25 05:14:12,-51.6226,-69.2181,32.09,62,10,27.4
401,Dowa,MW,2021-05-25 05:15:56,-13.654,33.9375,50.27,87,1,1.7
402,Kutum,SD,2021-05-25 05:15:56,14.2,24.6667,75.22,13,99,5.66
403,Bull Savanna,JM,2021-05-25 05:15:57,17.8868,-77.5902,75.43,82,56,5.68
404,Kangundo,KE,2021-05-25 05:15:57,-1.2979,37.3471,59.05,83,37,2.28
405,Florianopolis,BR,2021-05-25 05:15:57,-27.6146,-48.5012,53.62,76,0,4.61
406,Tomino,ES,2021-05-25 05:15:57,41.9877,-8.755,53.78,95,18,5.88
407,Skibbereen,IE,2021-05-25 05:15:58,51.55,-9.2667,48.0,83,100,15.73
408,Sao Sebastiao,BR,2021-05-25 05:15:58,-23.76,-45.4097,60.17,69,70,1.59
409,Marystown,CA,2021-05-25 05:15:58,47.1666,-55.1483,36.28,68,9,10.69
410,Cacapava,BR,2021-05-25 05:15:58,-23.1008,-45.7069,50.41,60,99,1.1
411,Prabumulih,ID,2021-05-25 05:15:59,-3.45,104.25,89.69,56,68,4.23
412,Ilulissat,GL,2021-05-25 05:15:59,69.2167,-51.1,44.62,31,75,18.41
413,Antofagasta,CL,2021-05-25 05:15:59,-23.65,-70.4,56.48,71,100,5.5
414,Seoul,KR,2021-05-25 05:15:16,37.5683,126.9778,65.71,49,40,16.06
415,Kavieng,PG,2021-05-25 05:15:59,-2.5744,150.7967,81.54,81,100,7.14
416,Salinas,US,2021-05-25 05:14:50,36.6777,-121.6555,63.21,72,1,10.36
417,Monterey,US,2021-05-25 05:16:00,36.2505,-121.2516,64.71,56,4,8.3
418,Moussoro,TD,2021-05-25 05:11:20,13.6408,16.4901,83.52,10,66,9.57
419,Hadejia,NG,2021-05-25 05:16:00,12.4498,10.0444,80.49,15,39,7.96
420,Zyryanovsk,KZ,2021-05-25 05:16:00,49.7386,84.2719,73.76,47,43,1.59
421,Bundaberg,AU,2021-05-25 05:16:01,-24.85,152.35,75.49,43,75,12.66
422,Marsh Harbour,BS,2021-05-25 05:16:01,26.5412,-77.0636,74.73,64,0,12.55
423,Leningradskiy,RU,2021-05-25 05:16:01,69.3833,178.4167,35.13,94,99,8.59
424,Maicao,CO,2021-05-25 05:16:02,11.3832,-72.2432,79.54,81,92,16.64
425,Havre-Saint-Pierre,CA,2021-05-25 05:16:02,50.2334,-63.5986,39.56,93,40,9.22
426,East London,ZA,2021-05-25 05:16:02,-33.0153,27.9116,61.74,59,0,4.61
427,Tura,IN,2021-05-25 05:16:02,25.5198,90.2201,90.43,54,83,3.62
428,Iquitos,PE,2021-05-25 05:16:03,-3.7481,-73.2472,75.24,94,75,5.75
429,Boyolangu,ID,2021-05-25 05:16:03,-8.1181,111.8935,82.65,75,81,3.85
430,Sao Joao Da Barra,BR,2021-05-25 05:16:03,-21.6403,-41.0511,67.59,73,73,10.4
431,Maubin,MM,2021-05-25 05:16:03,16.7333,95.65,86.16,75,98,7.05
432,Conde,BR,2021-05-25 05:16:04,-7.2597,-34.9075,71.06,76,0,7.38
433,Tupa,BR,2021-05-25 05:16:04,-21.9347,-50.5136,53.56,51,100,3.87
434,Moose Factory,CA,2021-05-25 05:16:04,51.2585,-80.6094,60.8,72,90,10.36
435,Saint Anthony,US,2021-05-25 05:16:05,45.0205,-93.218,75.09,90,75,9.1
436,Mount Isa,AU,2021-05-25 05:13:01,-20.7333,139.5,83.97,30,16,6.91
437,Husavik,IS,2021-05-25 05:16:05,66.0449,-17.3389,39.11,80,19,6.91
438,Linxia,CN,2021-05-25 05:16:05,35.6003,103.2064,67.68,35,100,2.13
439,Jagdalpur,IN,2021-05-25 05:16:05,19.0667,82.0333,93.97,13,100,17.11
440,Takoradi,GH,2021-05-25 05:16:06,4.8845,-1.7554,79.88,87,88,8.25
441,Meulaboh,ID,2021-05-25 05:16:06,4.1363,96.1285,86.04,66,99,3.62
442,Sambava,MG,2021-05-25 05:16:06,-14.2667,50.1667,72.7,71,3,7.09
443,Bantry,IE,2021-05-25 05:16:07,51.6833,-9.45,47.68,85,100,12.57
444,Leh,IN,2021-05-25 05:16:07,34.1667,77.5833,44.42,47,79,2.57
445,Kupang,ID,2021-05-25 05:16:07,-10.1667,123.5833,91.98,70,40,10.36
446,Ishigaki,JP,2021-05-25 05:16:07,24.3448,124.1572,87.93,70,75,12.66
447,Tabas,IR,2021-05-25 05:16:08,33.5959,56.9244,91.62,17,0,4.61
448,Oyan,NG,2021-05-25 05:16:08,8.05,4.7667,76.1,93,91,7.29
449,Pisco,PE,2021-05-25 05:16:08,-13.7,-76.2167,63.01,88,40,4.61
450,Yarim,YE,2021-05-25 05:16:08,14.298,44.3779,63.93,42,31,2.44
451,Seymchan,RU,2021-05-25 05:16:09,62.8833,152.4333,57.76,28,65,19.04
452,Sistranda,NO,2021-05-25 05:16:09,63.7256,8.834,55.36,82,97,13.42
453,Teahupoo,PF,2021-05-25 05:16:09,-17.8333,-149.2667,73.36,76,90,4.56
454,Glendive,US,2021-05-25 05:16:09,47.1053,-104.7125,58.48,55,1,9.22
455,Ixtapa,MX,2021-05-25 05:16:10,20.7,-105.2,77.23,70,0,1.92
456,Hobyo,SO,2021-05-25 05:16:10,5.3505,48.5268,80.96,69,75,20.11
457,Lomita,US,2021-05-25 05:16:10,33.7922,-118.3151,81.0,53,1,3.0
458,Praia,CV,2021-05-25 05:16:10,14.9215,-23.5087,70.34,78,75,17.27
459,Arinos,BR,2021-05-25 05:16:11,-15.9169,-46.1056,70.21,76,74,1.92
460,Dano,BF,2021-05-25 05:16:11,11.15,-3.0667,82.45,61,91,6.82
461,Wapi Pathum,TH,2021-05-25 05:16:11,15.8452,103.3768,88.32,55,95,4.18
462,Santa Fe Do Sul,BR,2021-05-25 05:16:12,-20.2111,-50.9258,60.17,40,100,4.76
463,San Joaquin,US,2021-05-25 05:16:12,37.9333,-121.3011,72.18,59,1,10.36
464,Kashi,CN,2021-05-25 05:16:12,39.4547,75.9797,76.21,13,40,2.8
465,Key Largo,US,2021-05-25 05:12:23,25.0865,-80.4473,76.98,72,0,16.28
466,Muncar,ID,2021-05-25 05:16:12,-8.4333,114.3333,84.65,68,79,5.66
467,Port Macquarie,AU,2021-05-25 05:16:13,-31.4333,152.9167,69.76,59,43,8.23
468,Palaikastron,GR,2021-05-25 05:16:13,35.2,26.25,74.05,49,0,12.33
469,Sydney,AU,2021-05-25 05:12:51,-33.8679,151.2073,71.89,67,75,1.01
470,Killybegs,IE,2021-05-25 05:16:13,54.6333,-8.45,48.31,85,64,10.27
471,Aripuana,BR,2021-05-25 05:11:43,-9.1667,-60.6333,73.24,96,100,2.53
472,Babanka,UA,2021-05-25 05:16:14,48.7097,30.4483,55.2,77,83,5.12
473,Nyurba,RU,2021-05-25 05:16:14,63.2842,118.3319,45.61,80,100,6.8
474,Kirkland Lake,CA,2021-05-25 05:16:14,48.1446,-80.0377,61.09,59,92,8.63
475,Rodino,RU,2021-05-25 05:16:14,52.5,80.25,80.55,32,55,7.72
476,Caranavi,BO,2021-05-25 05:16:15,-15.8167,-67.55,58.15,92,100,2.48
477,Barmer,IN,2021-05-25 05:16:15,25.75,71.3833,96.67,24,0,14.85
478,Shache,CN,2021-05-25 05:16:15,38.4167,77.2406,78.91,11,79,7.0
479,Oyama,JP,2021-05-25 05:16:16,36.3,139.8,85.82,31,17,9.37
480,Puerto Del Rosario,ES,2021-05-25 05:16:16,28.5004,-13.8627,65.95,72,20,19.57
481,Gobabis,NA,2021-05-25 05:16:16,-22.45,18.9667,49.86,63,57,11.48
482,Ginda,IN,2021-05-25 05:16:16,30.6945,78.4932,78.75,21,0,6.24
483,Ordu,TR,2021-05-25 05:16:17,40.9086,37.6845,50.5,75,67,2.51
484,Ambagarh Chauki,IN,2021-05-25 05:16:17,20.7833,80.7167,100.22,11,97,19.6
485,Atambua,ID,2021-05-25 05:16:17,-9.1061,124.8925,82.02,62,39,0.31
486,Belle Fourche,US,2021-05-25 05:14:41,44.6714,-103.8522,61.45,45,18,9.33
487,Nerchinskiy Zavod,RU,2021-05-25 05:16:17,51.3088,119.61,43.12,75,100,5.91
488,Imbituba,BR,2021-05-25 05:16:18,-28.24,-48.6703,53.49,70,0,3.24
489,Kastamonu,TR,2021-05-25 05:16:18,41.5,33.6667,58.21,47,43,2.55
490,Soe,ID,2021-05-25 05:14:13,-9.8607,124.284,78.55,60,83,7.56
491,Menongue,AO,2021-05-25 05:16:18,-14.6585,17.691,47.41,76,1,4.16
492,Huaiyuan,CN,2021-05-25 05:16:19,32.973,117.1995,83.77,20,100,5.1
493,Kalmunai,LK,2021-05-25 05:16:19,7.4167,81.8167,86.31,62,98,6.89
494,Serebryansk,KZ,2021-05-25 05:16:19,49.6925,83.2892,74.75,55,17,6.33
495,Nikolayevka,RU,2021-05-25 05:12:12,53.1257,47.2041,62.73,67,97,6.64
496,Ugoofaaru,MV,2021-05-25 05:16:19,5.6667,73.0,80.64,84,100,27.49
497,Aksum,ET,2021-05-25 05:16:20,14.1245,38.7244,73.24,30,60,1.61
498,Lanzhou,CN,2021-05-25 05:16:20,36.0564,103.7922,76.28,25,100,4.27
499,Barcelos,PT,2021-05-25 05:16:20,41.5388,-8.6151,51.91,88,2,5.66
500,Porto Novo,BJ,2021-05-25 05:16:21,6.4965,2.6036,82.22,88,64,5.75
501,Ratangarh,IN,2021-05-25 05:16:21,28.0833,74.6,96.73,20,0,5.64
502,Sept-Iles,CA,2021-05-25 05:16:21,50.2001,-66.3821,46.06,68,40,5.01
503,Ploemeur,FR,2021-05-25 05:16:21,47.7333,-3.4333,51.82,87,40,6.91
504,Susanville,US,2021-05-25 05:12:09,40.4163,-120.653,58.84,45,1,4.0
505,Khonsa,IN,2021-05-25 05:16:22,27.0167,95.5667,76.35,90,81,1.81
506,Perth,AU,2021-05-25 05:15:17,-31.9333,115.8333,67.17,54,20,1.34
507,Benghazi,LY,2021-05-25 05:16:22,32.1167,20.0667,74.88,40,19,6.31
508,Qasigiannguit,GL,2021-05-25 05:16:22,68.8193,-51.1922,44.85,39,100,30.04
509,Ibotirama,BR,2021-05-25 05:16:23,-12.1853,-43.2206,71.26,50,74,2.04
510,Zhanjiang,CN,2021-05-25 05:16:23,21.2815,110.3427,90.23,61,26,13.06
511,Alofi,NU,2021-05-25 05:16:23,-19.0595,-169.9187,78.69,89,60,4.61
512,Haines Junction,CA,2021-05-25 05:16:23,60.7522,-137.5108,40.95,93,98,5.75
513,Villanueva De La Serena,ES,2021-05-25 05:16:24,38.9766,-5.7974,51.84,68,1,2.19
514,Anqiu,CN,2021-05-25 05:16:24,36.4342,119.1925,82.11,15,6,9.01
515,Yarega,RU,2021-05-25 05:16:24,63.4354,53.5765,50.61,87,98,8.48
516,Maneadero,MX,2021-05-25 05:16:24,31.7167,-116.5667,61.11,86,25,2.01
517,Santa Rosalia,MX,2021-05-25 05:16:25,27.3167,-112.2833,71.06,34,21,3.47
518,Tigil,RU,2021-05-25 05:16:25,57.8,158.6667,47.82,60,21,16.62
519,Hoopstad,ZA,2021-05-25 05:16:25,-27.8327,25.9083,48.11,55,83,4.47
520,Ponta Delgada,PT,2021-05-25 05:16:26,37.7333,-25.6667,63.32,67,20,10.36
521,Ostashkov,RU,2021-05-25 05:16:26,57.1467,33.1075,51.35,79,19,4.16
522,Tabou,CI,2021-05-25 05:16:26,4.423,-7.3528,79.39,87,78,7.63
523,Zurrieq,MT,2021-05-25 05:16:26,35.8311,14.4742,64.96,100,20,8.05
524,Cabedelo,BR,2021-05-25 05:16:27,-6.9811,-34.8339,72.27,71,88,10.33
525,Tommot,RU,2021-05-25 05:16:27,58.9564,126.2925,51.51,66,100,4.72
526,Afsin,TR,2021-05-25 05:16:27,38.2477,36.914,61.48,56,4,8.95
527,Khandyga,RU,2021-05-25 05:16:27,62.6667,135.6,67.33,33,96,3.56
528,Naryan-Mar,RU,2021-05-25 05:16:28,67.6713,53.087,38.21,52,100,13.53
529,Bokoro,TD,2021-05-25 05:16:28,12.3807,17.0568,82.18,12,92,7.09
530,Mporokoso,ZM,2021-05-25 05:16:28,-9.3727,30.125,53.62,86,8,7.38
531,Locri,IT,2021-05-25 05:16:29,38.2414,16.2623,69.76,84,4,12.53
532,Dorogino,RU,2021-05-25 05:16:29,54.3598,83.3198,71.64,52,91,13.35
533,Kushima,JP,2021-05-25 05:16:29,31.4583,131.2333,82.44,43,91,10.45
534,Saldanha,ZA,2021-05-25 05:16:29,-33.0117,17.9442,60.55,94,95,4.36
535,Kambove,CD,2021-05-25 05:16:30,-10.8764,26.5969,48.38,89,4,3.91
536,Srivardhan,IN,2021-05-25 05:16:30,18.0333,73.0167,87.17,67,99,12.68
537,Kasongo-Lunda,CD,2021-05-25 05:16:30,-6.4667,16.8167,65.08,73,19,3.11
538,Noumea,NC,2021-05-25 05:16:30,-22.2763,166.4572,75.0,99,33,15.03
539,Tiberias,IL,2021-05-25 05:16:31,32.7922,35.5312,76.5,55,1,1.81
540,Koltsovo,RU,2021-05-25 05:16:31,54.9376,83.1825,69.19,57,99,12.41
541,Tonj,SS,2021-05-25 05:16:31,7.2737,28.6822,75.13,82,98,4.92
542,Richards Bay,ZA,2021-05-25 05:16:31,-28.783,32.0377,60.89,86,13,9.73
543,Varena,LT,2021-05-25 05:16:32,54.2167,24.5667,56.05,72,100,10.78
544,Zanjan,IR,2021-05-25 05:16:32,36.6736,48.4787,69.49,32,40,12.12
545,Yuanping,CN,2021-05-25 05:16:32,38.7153,112.7575,80.35,15,7,16.58
546,Itoman,JP,2021-05-25 05:16:33,26.1247,127.6694,79.18,94,75,12.66
547,Nuevo Progreso,MX,2021-05-25 05:16:33,23.1667,-97.95,79.59,81,2,3.2
548,Touros,BR,2021-05-25 05:13:54,-5.1989,-35.4608,72.5,79,100,11.23
549,Krasnoselkup,RU,2021-05-25 05:16:33,65.7,82.4667,39.72,44,69,15.93
550,Haysville,US,2021-05-25 05:16:33,37.5645,-97.3523,68.58,95,90,14.74
551,Kawalu,ID,2021-05-25 05:16:34,-7.3817,108.2082,86.95,56,90,4.09
552,Cidreira,BR,2021-05-25 05:16:34,-30.1811,-50.2056,53.31,80,0,12.77
553,Marienburg,PL,2021-05-25 05:16:34,54.0359,19.0266,55.06,95,100,8.1
554,Chazuta,PE,2021-05-25 05:16:35,-6.5742,-76.1367,72.57,99,81,1.74
555,Nauta,PE,2021-05-25 05:16:35,-4.5061,-73.5757,72.03,100,83,2.39
556,Khetia,IN,2021-05-25 05:16:35,21.6667,74.5833,96.17,36,72,11.65
557,Faya,SA,2021-05-25 05:16:35,18.3851,42.4509,73.92,28,5,7.18
558,Harper,LR,2021-05-25 05:16:36,4.375,-7.7169,79.3,86,77,7.76
559,Kiama,AU,2021-05-25 05:16:36,-34.6833,150.8667,72.37,63,100,5.99
